,feature_0,feature_1,feature_2,wMSE,pred_error,sample
GRB 200306A,-4.26986026763916,3.805903673171997,-5.89625358581543,5.856501579284668,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0885095596313477, 0.59665846824646, 3.8004047870635986, 1.903436541557312, 5.22303581237793, 4.1320295333862305, 0.080257847905159, 1.6548748016357422, 1.8498491048812866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5120165348052979, 1.612072467803955, 0.0, 0.0, 2.0513341426849365, 0.0, 1.5550706386566162, 0.08820214122533798, 0.5242879986763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9334959983825684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 080328,-4.1731085777282715,4.2005109786987305,-6.738751411437988,4.6558224360148115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.454649925231934, 2.924626350402832, 2.1554627418518066, 2.1871206760406494, 2.0278053283691406, 1.3937890529632568, 0.28252628445625305, 0.5348294377326965, 0.6047001481056213, 2.1842753887176514, 1.48008131980896, 1.878279209136963, 1.5199804306030273, 3.1267518997192383, 2.66357684135437, 0.0, 0.0, 0.0, 0.0, 0.28077152371406555, 0.9492415189743042, 0.0, 0.5797438025474548, 0.3651016056537628, 0.02102775126695633, 0.0688316747546196, 0.47261348366737366, 0.1052074134349823, 0.1967577338218689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 081121,-2.9560163021087646,4.31382417678833,-6.995980262756348,2.0376715087890624,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8113811016082764, 1.5495142936706543, 0.866217315196991, 1.8521783351898193, 0.0, 0.25450390577316284, 0.6392343044281006, 0.0, 0.11184676736593246, 1.6530189514160156, 0.6367460489273071, 0.5256467461585999, 0.9944202899932861, 0.19469976425170898, 0.0, 0.6022963523864746, 1.005295753479004, 0.7286519408226013, 0.3169614374637604, 0.9473947286605835, 2.570030689239502, 1.15608549118042, 0.9777675867080688, 1.369604229927063, 1.9481987953186035, 2.4915878772735596, 2.163762331008911, 2.791193962097168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 050922B,-4.735886573791504,3.317286252975464,-7.381896018981934,33.45949514288651,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17615920305252075, 1.2033638954162598, 2.82000994682312, 2.3567287921905518, 10.11607837677002, 5.584704399108887, 4.762577056884766, 12.992660522460938, 0.0, 0.0, 0.0, 0.0, 0.0, 6.120630264282227, 5.212041854858398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.921160697937012, 0.0, 5.503355979919434, 9.045777320861816, 0.0, 5.496856212615967, 2.5668997764587402, 3.908910036087036, 4.392797470092773, 0.0, 0.0, 2.9473562240600586, 0.0, 1.9649757146835327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 130315A,-5.814541339874268,3.084826707839966,-6.109952926635742,2.852421760559082,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2089060544967651, 0.8097138404846191, 0.896170973777771, 0.871070921421051, 0.06314611434936523, 0.4676624834537506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0584867000579834, 3.163163423538208, 2.363765239715576, 0.0, 0.0, 0.6705058813095093, 0.0, 0.8230541944503784, 1.277758240699768, 2.597290277481079, 2.4399936199188232, 0.0, 1.0531021356582642, 0.0, 0.47071439027786255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 171222A,-6.467596054077148,3.584092140197754,-6.1576128005981445,9.509407043457031,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7648932933807373, 0.6950564980506897, 1.8926939964294434, 2.143219232559204, 2.979520082473755, 1.5231984853744507, 0.18321754038333893, 0.6328858733177185, 1.9970722198486328, 3.200441837310791, 3.9767441749572754, 0.0, 0.0, 0.0, 0.0, 0.0, 2.33644962310791, 0.0, 0.0, 0.9000083804130554, 0.0, 0.9777345657348633, 2.278085708618164, 0.0, 3.2146689891815186, 2.2096617221832275, 0.0, 0.0, 0.0, 3.092299461364746, 3.5318095684051514, 0.0, 6.502111911773682, 0.0, 6.0076398849487305, 0.0, 0.0, 3.4922051429748535, 5.565069675445557, 0.0, 2.470320463180542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 120514A,-4.708694934844971,3.285029888153076,-5.004099369049072,22.313981119791666,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5654484629631042, 10.6052827835083, 3.8056540489196777, 4.485055446624756, 6.013176918029785, 8.870601654052734, 0.0, 0.15762406587600708, 5.016071319580078, 3.9096553325653076, 3.875347375869751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6291306018829346, 1.0498398542404175, 0.0, 0.0, 0.09889760613441467, 0.0, 0.0, 0.0, 1.2557010650634766, 0.0, 0.0, 0.0, 3.411895513534546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 120703A,-3.23512864112854,3.386711835861206,-5.897855758666992,2.7865945434570314,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04464497044682503, 1.0093812942504883, 0.5401909351348877, 2.2739663124084473, 2.3655946254730225, 0.20588591694831848, 0.6658921837806702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33835211396217346, 1.4600532054901123, 0.1240612044930458, 0.0, 0.0, 0.3110651671886444, 0.0, 1.624479055404663, 1.0298326015472412, 0.17791947722434998, 2.7007017135620117, 2.1619107723236084, 3.4530792236328125, 2.0066893100738525, 1.8947551250457764, 2.7466249465942383, 0.57492995262146, 2.624049425125122, 0.0, 1.2479861974716187, 0.0, 0.33648768067359924, 0.0, 1.7523692846298218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 090902B,-1.8568700551986694,4.193434238433838,-4.0125274658203125,3.5413992404937744,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5487099885940552, 2.1884870529174805, 2.4949800968170166, 3.1566715240478516, 0.8784590363502502, 2.2867355346679688, 0.47805047035217285, 0.0, 0.8387181162834167, 0.0, 1.5099983215332031, 2.236799716949463, 1.5984269380569458, 2.7630889415740967, 0.7786007523536682, 1.5019153356552124, 2.2278077602386475, 1.0266375541687012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 100420A,-4.4138264656066895,1.976917028427124,-3.6263325214385986,0.7477636337280273,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3949246406555176, 0.044121142476797104, 0.9200551509857178, 0.10352835059165955, 0.0, 0.10185687243938446, 0.0, 0.5263898968696594, 0.0, 0.0, 1.2215559482574463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0192207098007202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0518653392791748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 190824A,-2.7852511405944824,3.3741893768310547,-5.387112617492676,2.558443546295166,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3117382526397705, 0.6926420331001282, 2.4678544998168945, 1.7358084917068481, 2.26464581489563, 1.747518539428711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028335869312286377, 0.0, 1.8510417938232422, 1.4633697271347046, 0.5774781107902527, 0.6921073198318481, 1.1241763830184937, 1.0945512056350708, 0.0, 0.0, 0.0, 0.0, 2.762491464614868, 1.8349636793136597, 0.0, 0.0, 1.267887830734253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 130527A,-4.42094087600708,3.3849916458129883,-6.231043815612793,5.100799560546875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.137812852859497, 2.3326778411865234, 0.449933260679245, 1.466242790222168, 2.1196768283843994, 1.8026705980300903, 0.24446998536586761, 0.4814892113208771, 0.9128857851028442, 2.0082011222839355, 2.331099271774292, 3.841512680053711, 4.241698741912842, 0.0, 0.0, 0.0, 0.0, 1.9677860736846924, 1.511391282081604, 0.0, 0.0, 3.01584529876709, 0.0, 1.6548388004302979, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 230409B,-3.1768999099731445,3.3346831798553467,-5.727815628051758,0.8365444819132487,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5677565336227417, 0.9017436504364014, 1.1737855672836304, 0.7469713687896729, 0.031185070052742958, 0.7384451031684875, 0.06455903500318527, 0.2294389009475708, 0.17430604994297028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.658351480960846, 0.6966462731361389, 0.0, 0.0, 1.3410325050354004, 1.8428868055343628, 0.0, 0.0, 0.7557536363601685, 0.15314528346061707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 130701A,-4.121444225311279,3.466125249862671,-6.660463333129883,1.4346051467092413,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4474272727966309, 0.6314878463745117, 0.05706886574625969, 0.1484464704990387, 0.43467122316360474, 0.32261428236961365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0747673511505127, 1.225982666015625, 2.2837860584259033, 0.0, 0.0, 0.0, 1.473833441734314, 1.156304955482483, 0.0, 1.4715858697891235, 0.0, 0.15279169380664825, 2.9614152908325195, 1.139277458190918, 0.3372642397880554, 0.05441305786371231, 0.8078697919845581, 0.18998409807682037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 051016B,-2.7694456577301025,3.3982536792755127,-4.3723530769348145,3.273175753079928,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.803117513656616, 1.132696509361267, 0.0, 4.3367767333984375, 0.0, 0.0, 0.0, 0.04987230896949768, 0.0, 0.0, 2.8288676738739014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2352674007415771, 0.7339860200881958, 0.6107427477836609, 0.0, 1.719373106956482, 1.510123372077942, 0.0, 0.11838046461343765, 0.6355252861976624, 0.865605890750885, 0.22871190309524536, 0.30268001556396484, 1.105522632598877, 0.12190652638673782, 0.5670534372329712, 0.07492528855800629, 0.2808227837085724, 1.6823177337646484, 0.8972855806350708, 0.8876574039459229, 1.5345392227172852, 0.0, 2.81904935836792, 0.0, 0.0, 0.0, 4.146039009094238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 141109A,-5.2370991706848145,4.675299167633057,-7.974729061126709,1.619056396484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06107567250728607, 0.7858131527900696, 0.9304789304733276, 0.3989100754261017, 2.3531501293182373, 1.1994526386260986, 1.754658818244934, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.050429105758667, 1.9135147333145142, 0.3150857090950012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21583712100982666, 2.201345920562744, 0.46624624729156494, 0.9870557188987732, 0.20123471319675446, 0.0, 0.0, 0.47863146662712097, 1.2586770057678223, 0.0, 0.7278842329978943, 0.0, 0.19969458878040314, 0.0, 0.0, 1.0769243240356445, 1.6424224376678467, 1.4165672063827515, 2.539062261581421, 1.4441324472427368, 1.0035712718963623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 161007A,-5.541838645935059,2.8290843963623047,-5.532587051391602,3.3855538619192025,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.355559349060059, 2.7586309909820557, 0.9379649758338928, 3.085245132446289, 1.1063759326934814, 0.49541041254997253, 2.1457722187042236, 0.659922182559967, 2.349278211593628, 0.5705859065055847, 1.238816499710083, 0.6816053986549377, 1.065131425857544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5017815232276917, 0.49247685074806213, 0.0, 0.0, 0.0, 0.0, 0.5998061299324036, 0.0, 1.929456353187561, 0.0, 0.0, 2.694120168685913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15207403898239136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 240102A,-5.198416233062744,3.5976955890655518,-4.197955131530762,5.1395134559044475,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7898162603378296, 4.177979469299316, 2.740086793899536, 2.046772003173828, 0.005916561931371689, 4.486911296844482, 0.0, 0.14891038835048676, 0.0, 0.0, 1.9014962911605835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6927778720855713, 1.4090688228607178, 0.0, 0.0, 0.9063370823860168, 0.0, 0.0, 0.0, 2.254173755645752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.213270902633667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 160303A,-3.763399362564087,2.7272517681121826,-3.6439404487609863,1.9335215886433919,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18084585666656494, 0.47506752610206604, 0.9297529458999634, 2.203881025314331, 0.0, 0.19888092577457428, 0.0, 0.0, 1.0181447267532349, 0.0, 1.145931363105774, 0.0, 1.4440124034881592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9021365642547607, 0.0, 0.0, 2.504760980606079, 0.0, 1.9282357692718506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3935774564743042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 080805,-4.71599817276001,3.236107349395752,-5.805676460266113,3.726258087158203,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1490540504455566, 0.7426307797431946, 5.34019660949707, 3.3361663818359375, 1.0646799802780151, 1.6892304420471191, 2.4678759574890137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0159492492675781, 1.0507922172546387, 0.0, 0.0, 0.719173014163971, 0.0, 0.3005739748477936, 0.37574613094329834, 0.0, 0.0, 0.0, 0.19658301770687103, 0.0, 0.0, 0.6579758524894714, 0.0, 2.042487144470215, 1.6142020225524902, 0.0, 1.2153775691986084, 0.0, 0.0, 0.0, 0.5001543760299683, 1.4424604177474976, 0.6244416832923889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 080307,-4.659240245819092,2.2971653938293457,-6.075613975524902,2.7639131960661514,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.468369722366333, 1.6954400539398193, 1.1279927492141724, 0.24700172245502472, 0.11212782561779022, 0.289793998003006, 0.3119020462036133, 0.005920350085943937, 0.30292844772338867, 0.6203785538673401, 1.6086732149124146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24581977725028992, 0.3202051818370819, 0.0, 0.0, 2.4300010204315186, 0.0, 3.8066084384918213, 0.0, 0.0, 0.0, 0.0, 2.4703471660614014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9001668691635132, 0.0, 0.0, 0.6752017736434937, 0.0, 0.0, 2.659724235534668, 0.0, 0.0, 1.2327123880386353, 0.0, 2.592113733291626, 0.3816915452480316, 0.0, 0.0, 0.0, 0.8299301862716675, 0.0, 0.0]",train
GRB 081104,-2.1768431663513184,2.6458852291107178,-3.3874013423919678,1.6324759892054967,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8756386041641235, 0.7028610110282898, 0.0, 0.0, 0.0, 0.6923418045043945, 0.0, 1.4916644096374512, 0.0, 1.5028005838394165, 0.0, 0.0, 0.0, 1.2682634592056274, 0.0, 0.0, 0.0, 1.8961206674575806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 171216A,-4.226465702056885,2.8421146869659424,-4.696537971496582,1.4925694465637207,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1675519943237305, 1.4606397151947021, 0.45476865768432617, 0.26799434423446655, 0.4078715741634369, 0.0, 0.24653291702270508, 0.0, 1.102685809135437, 0.7616617679595947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8721047043800354, 0.5550317168235779, 0.0, 0.0, 0.7761683464050293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.665745973587036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 110205A,-5.889384746551514,3.6583142280578613,-7.7814717292785645,4.997524919181035,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0000765323638916, 0.21882618963718414, 1.5838981866836548, 0.9848206639289856, 2.583728313446045, 3.076124429702759, 1.8062413930892944, 2.608307361602783, 0.7242333292961121, 1.6774040460586548, 2.6807138919830322, 3.053636074066162, 1.9729583263397217, 0.0, 0.0, 0.0, 1.982580542564392, 2.027576446533203, 2.072066307067871, 0.0, 1.4082388877868652, 1.9661797285079956, 0.23579758405685425, 0.9354829788208008, 0.9374865293502808, 0.5784570574760437, 2.045302391052246, 1.2101558446884155, 2.0370888710021973, 1.8526707887649536, 0.0, 3.9901649951934814, 4.507291793823242, 0.0, 4.545393943786621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 110808A,-4.34375524520874,3.5383141040802,-4.238675117492676,1.221465462132504,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1362050771713257, 0.09237571060657501, 1.5982218980789185, 0.6815707683563232, 1.604419231414795, 0.0, 0.0, 0.6837518811225891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.415407657623291, 2.4683969020843506, 0.0, 0.0, 0.360666960477829, 0.0, 0.30841729044914246, 0.0, 0.28948521614074707, 0.0, 0.7262428998947144, 0.8879339694976807, 0.0, 0.3580973446369171, 0.0, 0.0, 1.3831868171691895, 0.0, 0.2870739698410034, 0.0, 1.1006056070327759, 0.3796848654747009, 0.0, 1.6270383596420288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 120118B,-3.1797854900360107,3.4704947471618652,-4.595442771911621,1.741705322265625,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.751647710800171, 0.6834619045257568, 1.920230746269226, 1.454651117324829, 0.0, 0.0, 2.0806121826171875, 0.8399198055267334, 1.1919264793395996, 0.52772456407547, 0.9289390444755554, 1.5900394916534424, 1.2420454025268555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04947700351476669, 1.6459884643554688, 0.0, 1.0058720111846924, 0.7012630105018616, 0.13856972754001617, 0.0, 0.5408645868301392, 0.9869100451469421, 0.8825958967208862, 0.0, 0.0, 1.744913935661316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 170710A,-5.12497091293335,4.030937194824219,-4.427431106567383,3.1715283113367416,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.431891679763794, 4.247653007507324, 2.5264787673950195, 2.4847676753997803, 3.3393900394439697, 0.0, 0.0, 0.5815898776054382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11848954856395721, 0.0, 0.0, 0.3410845100879669, 0.0, 0.7201460003852844, 9.168223914457485e-05, 0.009472225792706013, 1.9493836164474487, 1.2872594594955444, 0.0, 1.3392891883850098, 0.0, 0.48810985684394836, 0.0, 0.0, 0.0, 0.664003312587738, 0.0, 0.0, 1.0941250324249268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 160824A,-4.237975597381592,4.7513298988342285,-6.00386381149292,7.487650553385417,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8746232986450195, 7.338033676147461, 0.23142114281654358, 4.562222003936768, 4.691718101501465, 0.7887296676635742, 1.259988784790039, 1.4611150026321411, 1.945995569229126, 1.51348078250885, 1.4227641820907593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9469336271286011, 0.15620547533035278, 0.34799566864967346, 0.0, 0.7099570035934448, 0.0, 1.1026086807250977, 2.3002736568450928, 1.5934516191482544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 150616A,-4.56156587600708,4.249683856964111,-8.663860321044922,14.619749704996744,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9450714588165283, 2.59533953666687, 5.742545127868652, 8.757039070129395, 10.152525901794434, 1.187207818031311, 5.81154203414917, 3.4700262546539307, 6.523930072784424, 0.0, 0.0, 1.4972999095916748, 2.792456865310669, 2.8936126232147217, 0.0, 2.813363552093506, 1.6154463291168213, 1.6041061878204346, 0.3368323743343353, 1.3644412755966187, 1.2916090488433838, 0.26434698700904846, 0.0, 0.0, 0.9174451231956482, 0.5264174938201904, 0.3578888773918152, 0.0, 1.159591794013977, 0.1301557421684265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
GRB 190311A,-3.51385760307312,3.456991672515869,-4.9169697761535645,1.3427426147460937,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0417851060628891, 0.11564246565103531, 0.32353299856185913, 0.6728814840316772, 0.7432654500007629, 0.5504418015480042, 1.451956033706665, 1.7274221181869507, 1.972924828529358, 0.4359845519065857, 0.20884697139263153, 0.46089842915534973, 1.7531113624572754, 0.3751843571662903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.471160352230072, 0.3129326105117798, 0.0, 0.6178261041641235, 0.7503374218940735, 1.4386314153671265, 0.6129323840141296, 3.900416374206543, 0.0, 0.0, 0.07461966574192047, 0.6346611976623535, 0.0, 0.3470071852207184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20900098979473114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",train
